country,year,sex,age,suicide_no,population,suicides_per_100k,HDI_for_year,gdp_for_year,gdp_per_capita,generation
Austria,1991,female,75+ years,98,358612,27.33,0.799,1.73794E+11,23808,G.I. Generation
Austria,1991,male,15-24 years,153,576378,26.55,0.799,1.73794E+11,23808,Generation X
Austria,1991,female,55-74 years,144,804082,17.91,0.799,1.73794E+11,23808,Silent
Austria,1991,female,35-54 years,145,1006052,14.41,0.799,1.73794E+11,23808,Boomers
Austria,1991,female,25-34 years,49,644696,7.6,0.799,1.73794E+11,23808,Boomers
Austria,1991,female,15-24 years,34,556831,6.11,0.799,1.73794E+11,23808,Generation X
Austria,1991,male,5-14 years,2,465821,0.43,0.799,1.73794E+11,23808,Millenials
Austria,1991,female,5-14 years,0,441774,0,0.799,1.73794E+11,23808,Millenials
Austria,1992,male,75+ years,179,153805,116.38,0.805,1.95078E+11,26450,G.I. Generation
Austria,1992,male,55-74 years,347,615819,56.35,0.805,1.95078E+11,26450,Silent
Austria,1992,male,35-54 years,405,1034871,39.14,0.805,1.95078E+11,26450,Boomers
Austria,1992,male,25-34 years,204,691098,29.52,0.805,1.95078E+11,26450,Boomers
Austria,1992,female,75+ years,98,348912,28.09,0.805,1.95078E+11,26450,G.I. Generation
Austria,1992,male,15-24 years,142,562276,25.25,0.805,1.95078E+11,26450,Generation X
Austria,1992,female,55-74 years,132,809987,16.3,0.805,1.95078E+11,26450,Silent
Austria,1992,female,35-54 years,163,1031440,15.8,0.805,1.95078E+11,26450,Boomers
Austria,1992,female,25-34 years,50,660870,7.57,0.805,1.95078E+11,26450,Boomers
Austria,1992,female,15-24 years,33,544520,6.06,0.805,1.95078E+11,26450,Generation X
Austria,1992,male,5-14 years,5,472966,1.06,0.805,1.95078E+11,26450,Millenials
Austria,1992,female,5-14 years,1,448804,0.22,0.805,1.95078E+11,26450,Millenials
Austria,1993,male,75+ years,200,147907,135.22,0.809,1.9038E+11,25611,G.I. Generation
Austria,1993,male,55-74 years,314,627612,50.03,0.809,1.9038E+11,25611,Silent
Austria,1993,male,35-54 years,377,1059028,35.6,0.809,1.9038E+11,25611,Boomers
Austria,1993,male,25-34 years,228,706145,32.29,0.809,1.9038E+11,25611,Boomers
Austria,1993,female,75+ years,88,339249,25.94,0.809,1.9038E+11,25611,G.I. Generation
Austria,1993,male,15-24 years,119,544899,21.84,0.809,1.9038E+11,25611,Generation X
Austria,1993,female,55-74 years,139,817689,17,0.809,1.9038E+11,25611,Silent
Austria,1993,female,35-54 years,140,1054036,13.28,0.809,1.9038E+11,25611,Boomers
Austria,1993,female,25-34 years,54,673654,8.02,0.809,1.9038E+11,25611,Boomers
Austria,1993,female,15-24 years,35,529287,6.61,0.809,1.9038E+11,25611,Generation X
Austria,1993,male,5-14 years,6,479134,1.25,0.809,1.9038E+11,25611,Millenials
Austria,1993,female,5-14 years,4,454929,0.88,0.809,1.9038E+11,25611,Millenials
Austria,1994,male,75+ years,174,145328,119.73,0.813,2.03535E+11,27274,G.I. Generation
Austria,1994,male,55-74 years,331,646545,51.2,0.813,2.03535E+11,27274,Silent
Austria,1994,male,35-54 years,432,1071436,40.32,0.813,2.03535E+11,27274,Boomers
Austria,1994,male,25-34 years,207,711945,29.08,0.813,2.03535E+11,27274,Boomers
Austria,1994,female,75+ years,93,335528,27.72,0.813,2.03535E+11,27274,G.I. Generation
Austria,1994,male,15-24 years,136,525346,25.89,0.813,2.03535E+11,27274,Generation X
Austria,1994,female,55-74 years,149,830130,17.95,0.813,2.03535E+11,27274,Silent
Austria,1994,female,35-54 years,151,1064408,14.19,0.813,2.03535E+11,27274,Boomers
Austria,1994,female,25-34 years,58,679708,8.53,0.813,2.03535E+11,27274,Boomers
Austria,1994,female,15-24 years,34,510791,6.66,0.813,2.03535E+11,27274,Generation X
Austria,1994,female,5-14 years,6,458807,1.31,0.813,2.03535E+11,27274,Millenials
Austria,1994,male,5-14 years,5,482580,1.04,0.813,2.03535E+11,27274,Millenials
Austria,1995,male,75+ years,184,147262,124.95,0.817,2.41038E+11,32237,G.I. Generation
Austria,1995,male,55-74 years,333,670553,49.66,0.817,2.41038E+11,32237,Silent
Austria,1995,male,35-54 years,437,1074328,40.68,0.817,2.41038E+11,32237,Boomers
Austria,1995,male,25-34 years,237,707468,33.5,0.817,2.41038E+11,32237,Generation X
Austria,1995,female,75+ years,100,341098,29.32,0.817,2.41038E+11,32237,G.I. Generation
Austria,1995,male,15-24 years,134,509262,26.31,0.817,2.41038E+11,32237,Generation X
Austria,1995,female,55-74 years,141,843210,16.72,0.817,2.41038E+11,32237,Silent
Austria,1995,female,35-54 years,136,1065630,12.76,0.817,2.41038E+11,32237,Boomers
Austria,1995,female,25-34 years,59,678262,8.7,0.817,2.41038E+11,32237,Generation X
Austria,1995,female,15-24 years,19,495368,3.84,0.817,2.41038E+11,32237,Generation X
Austria,1995,male,5-14 years,8,483644,1.65,0.817,2.41038E+11,32237,Millenials
Austria,1995,female,5-14 years,0,460945,0,0.817,2.41038E+11,32237,Millenials
Austria,1996,male,75+ years,188,151691,123.94,0.82,2.37251E+11,31660,G.I. Generation
Austria,1996,male,55-74 years,381,690803,55.15,0.82,2.37251E+11,31660,Silent
Austria,1996,male,35-54 years,452,1080848,41.82,0.82,2.37251E+11,31660,Boomers
Austria,1996,female,75+ years,112,351514,31.86,0.82,2.37251E+11,31660,G.I. Generation
Austria,1996,male,25-34 years,203,696869,29.13,0.82,2.37251E+11,31660,Generation X
Austria,1996,male,15-24 years,108,498112,21.68,0.82,2.37251E+11,31660,Generation X
Austria,1996,female,55-74 years,126,850049,14.82,0.82,2.37251E+11,31660,Silent
Austria,1996,female,35-54 years,140,1070879,13.07,0.82,2.37251E+11,31660,Boomers
Austria,1996,female,25-34 years,53,672341,7.88,0.82,2.37251E+11,31660,Generation X
Austria,1996,female,15-24 years,12,485090,2.47,0.82,2.37251E+11,31660,Generation X
Austria,1996,male,5-14 years,4,483799,0.83,0.82,2.37251E+11,31660,Millenials
Austria,1996,female,5-14 years,0,461711,0,0.82,2.37251E+11,31660,Millenials
Austria,1997,male,75+ years,159,156997,101.28,0.824,2.1279E+11,28325,G.I. Generation
Austria,1997,male,55-74 years,313,704226,44.45,0.824,2.1279E+11,28325,Silent
Austria,1997,male,35-54 years,379,1095317,34.6,0.824,2.1279E+11,28325,Boomers
Austria,1997,male,25-34 years,201,682210,29.46,0.824,2.1279E+11,28325,Generation X
Austria,1997,male,15-24 years,121,490385,24.67,0.824,2.1279E+11,28325,Generation X
Austria,1997,female,75+ years,83,363002,22.86,0.824,2.1279E+11,28325,G.I. Generation
Austria,1997,female,55-74 years,131,850056,15.41,0.824,2.1279E+11,28325,Silent
Austria,1997,female,35-54 years,131,1084510,12.08,0.824,2.1279E+11,28325,Boomers
Austria,1997,female,25-34 years,48,663325,7.24,0.824,2.1279E+11,28325,Generation X
Austria,1997,female,15-24 years,23,477550,4.82,0.824,2.1279E+11,28325,Generation X
Austria,1997,male,5-14 years,2,483890,0.41,0.824,2.1279E+11,28325,Millenials
Austria,1997,female,5-14 years,1,461121,0.22,0.824,2.1279E+11,28325,Millenials
Austria,1998,male,75+ years,165,162132,101.77,0.828,2.1826E+11,28972,G.I. Generation
Austria,1998,male,55-74 years,334,714245,46.76,0.828,2.1826E+11,28972,Silent
Austria,1998,male,35-54 years,407,1114719,36.51,0.828,2.1826E+11,28972,Boomers
Austria,1998,male,25-34 years,166,663510,25.02,0.828,2.1826E+11,28972,Generation X
Austria,1998,female,75+ years,79,374674,21.08,0.828,2.1826E+11,28972,G.I. Generation
Austria,1998,male,15-24 years,99,486438,20.35,0.828,2.1826E+11,28972,Generation X
Austria,1998,female,55-74 years,116,846818,13.7,0.828,2.1826E+11,28972,Silent
Austria,1998,female,35-54 years,116,1103422,10.51,0.828,2.1826E+11,28972,Boomers
Austria,1998,female,25-34 years,45,649694,6.93,0.828,2.1826E+11,28972,Generation X
Austria,1998,female,15-24 years,24,472685,5.08,0.828,2.1826E+11,28972,Generation X
Austria,1998,male,5-14 years,6,484321,1.24,0.828,2.1826E+11,28972,Millenials
Austria,1998,female,5-14 years,2,460861,0.43,0.828,2.1826E+11,28972,Millenials
Austria,1999,male,75+ years,149,167112,89.16,0.834,2.17186E+11,28722,G.I. Generation
Austria,1999,male,55-74 years,329,725044,45.38,0.834,2.17186E+11,28722,Silent
Austria,1999,male,35-54 years,386,1135873,33.98,0.834,2.17186E+11,28722,Boomers
Austria,1999,female,75+ years,108,385369,28.03,0.834,2.17186E+11,28722,G.I. Generation
Austria,1999,male,25-34 years,161,643115,25.03,0.834,2.17186E+11,28722,Generation X
Austria,1999,male,15-24 years,99,485374,20.4,0.834,2.17186E+11,28722,Generation X
Austria,1999,female,55-74 years,122,845401,14.43,0.834,2.17186E+11,28722,Silent
Austria,1999,female,35-54 years,136,1123652,12.1,0.834,2.17186E+11,28722,Boomers
Austria,1999,female,25-34 years,37,633829,5.84,0.834,2.17186E+11,28722,Generation X
Austria,1999,female,15-24 years,25,470179,5.32,0.834,2.17186E+11,28722,Generation X
Austria,1999,male,5-14 years,2,485188,0.41,0.834,2.17186E+11,28722,Millenials
Austria,1999,female,5-14 years,1,461473,0.22,0.834,2.17186E+11,28722,Millenials
Austria,2000,male,75+ years,172,172839,99.51,0.838,1.968E+11,25922,G.I. Generation
Austria,2000,male,55-74 years,342,730447,46.82,0.838,1.968E+11,25922,Silent
Austria,2000,male,35-54 years,383,1163122,32.93,0.838,1.968E+11,25922,Boomers
Austria,2000,male,25-34 years,149,622975,23.92,0.838,1.968E+11,25922,Generation X
Austria,2000,female,75+ years,92,394864,23.3,0.838,1.968E+11,25922,G.I. Generation
Austria,2000,male,15-24 years,106,485710,21.82,0.838,1.968E+11,25922,Generation X
Austria,2000,female,55-74 years,143,840225,17.02,0.838,1.968E+11,25922,Silent
Austria,2000,female,35-54 years,132,1149412,11.48,0.838,1.968E+11,25922,Boomers
Austria,2000,female,15-24 years,27,469025,5.76,0.838,1.968E+11,25922,Generation X
Austria,2000,female,25-34 years,34,617481,5.51,0.838,1.968E+11,25922,Generation X
Austria,2000,female,5-14 years,4,461175,0.87,0.838,1.968E+11,25922,Millenials
Austria,2000,male,5-14 years,4,484798,0.83,0.838,1.968E+11,25922,Millenials
Austria,2001,male,75+ years,151,180006,83.89,0.849,1.97338E+11,25848,Silent
Austria,2001,male,55-74 years,309,735296,42.02,0.849,1.97338E+11,25848,Silent
Austria,2001,male,35-54 years,377,1193029,31.6,0.849,1.97338E+11,25848,Boomers
Austria,2001,male,25-34 years,142,604064,23.51,0.849,1.97338E+11,25848,Generation X
Austria,2001,female,75+ years,93,404458,22.99,0.849,1.97338E+11,25848,Silent
Austria,2001,male,15-24 years,101,488478,20.68,0.849,1.97338E+11,25848,Millenials
Austria,2001,female,55-74 years,129,835836,15.43,0.849,1.97338E+11,25848,Silent
Austria,2001,female,35-54 years,126,1177652,10.7,0.849,1.97338E+11,25848,Boomers
Austria,2001,female,25-34 years,41,600540,6.83,0.849,1.97338E+11,25848,Generation X
Austria,2001,female,15-24 years,18,470456,3.83,0.849,1.97338E+11,25848,Millenials
Austria,2001,female,5-14 years,1,460720,0.22,0.849,1.97338E+11,25848,Millenials
Austria,2001,male,5-14 years,1,484025,0.21,0.849,1.97338E+11,25848,Millenials
Austria,2002,male,75+ years,187,187295,99.84,0.838,2.13378E+11,27772,Silent
Austria,2002,male,55-74 years,322,747406,43.08,0.838,2.13378E+11,27772,Silent
Austria,2002,male,35-54 years,422,1214866,34.74,0.838,2.13378E+11,27772,Boomers
Austria,2002,male,25-34 years,158,586771,26.93,0.838,2.13378E+11,27772,Generation X
Austria,2002,male,15-24 years,99,494122,20.04,0.838,2.13378E+11,27772,Millenials
Austria,2002,female,75+ years,80,410636,19.48,0.838,2.13378E+11,27772,Silent
Austria,2002,female,55-74 years,105,841432,12.48,0.838,2.13378E+11,27772,Silent
Austria,2002,female,35-54 years,129,1197653,10.77,0.838,2.13378E+11,27772,Boomers
Austria,2002,female,25-34 years,30,583877,5.14,0.838,2.13378E+11,27772,Generation X
Austria,2002,female,15-24 years,17,475095,3.58,0.838,2.13378E+11,27772,Millenials
Austria,2002,female,5-14 years,2,460277,0.43,0.838,2.13378E+11,27772,Millenials
Austria,2002,male,5-14 years,2,483732,0.41,0.838,2.13378E+11,27772,Millenials
Austria,2003,male,75+ years,177,193846,91.31,0.842,2.61696E+11,33889,Silent
Austria,2003,male,55-74 years,308,759680,40.54,0.842,2.61696E+11,33889,Silent
Austria,2003,male,35-54 years,371,1231545,30.12,0.842,2.61696E+11,33889,Boomers
Austria,2003,male,25-34 years,118,569434,20.72,0.842,2.61696E+11,33889,Generation X
Austria,2003,female,75+ years,84,412619,20.36,0.842,2.61696E+11,33889,Silent
Austria,2003,male,15-24 years,91,501938,18.13,0.842,2.61696E+11,33889,Millenials
Austria,2003,female,55-74 years,102,851030,11.99,0.842,2.61696E+11,33889,Silent
Austria,2003,female,35-54 years,141,1213566,11.62,0.842,2.61696E+11,33889,Boomers
Austria,2003,female,15-24 years,29,482866,6.01,0.842,2.61696E+11,33889,Millenials
Austria,2003,female,25-34 years,32,567665,5.64,0.842,2.61696E+11,33889,Generation X
Austria,2003,male,5-14 years,3,480502,0.62,0.842,2.61696E+11,33889,Millenials
Austria,2003,female,5-14 years,0,457342,0,0.842,2.61696E+11,33889,Millenials
Austria,2004,male,75+ years,189,201792,93.66,0.849,3.00904E+11,38711,Silent
Austria,2004,male,55-74 years,308,771847,39.9,0.849,3.00904E+11,38711,Silent
Austria,2004,male,35-54 years,347,1248808,27.79,0.849,3.00904E+11,38711,Boomers
Austria,2004,male,15-24 years,110,509514,21.59,0.849,3.00904E+11,38711,Millenials
Austria,2004,male,25-34 years,120,555892,21.59,0.849,3.00904E+11,38711,Generation X
Austria,2004,female,75+ years,73,416777,17.52,0.849,3.00904E+11,38711,Silent
Austria,2004,female,55-74 years,118,860913,13.71,0.849,3.00904E+11,38711,Silent
Austria,2004,female,35-54 years,107,1231774,8.69,0.849,3.00904E+11,38711,Boomers
Austria,2004,female,25-34 years,26,554568,4.69,0.849,3.00904E+11,38711,Generation X
Austria,2004,female,15-24 years,22,491309,4.48,0.849,3.00904E+11,38711,Millenials
Austria,2004,male,5-14 years,2,476337,0.42,0.849,3.00904E+11,38711,Millenials
Austria,2004,female,5-14 years,0,453574,0,0.849,3.00904E+11,38711,Millenials
Austria,2005,male,75+ years,166,210054,79.03,0.855,3.15974E+11,40367,Silent
Austria,2005,male,55-74 years,331,782050,42.32,0.855,3.15974E+11,40367,Silent
Austria,2005,male,35-54 years,364,1266464,28.74,0.855,3.15974E+11,40367,Boomers
Austria,2005,female,75+ years,81,421281,19.23,0.855,3.15974E+11,40367,Silent
Austria,2005,male,25-34 years,102,548943,18.58,0.855,3.15974E+11,40367,Generation X
Austria,2005,male,15-24 years,83,515674,16.1,0.855,3.15974E+11,40367,Millenials
Austria,2005,female,55-74 years,96,869065,11.05,0.855,3.15974E+11,40367,Silent
Austria,2005,female,35-54 years,121,1250028,9.68,0.855,3.15974E+11,40367,Boomers
Austria,2005,female,25-34 years,33,546238,6.04,0.855,3.15974E+11,40367,Generation X
Austria,2005,female,15-24 years,18,497688,3.62,0.855,3.15974E+11,40367,Millenials
Austria,2005,male,5-14 years,3,471447,0.64,0.855,3.15974E+11,40367,Millenials
Austria,2005,female,5-14 years,1,448529,0.22,0.855,3.15974E+11,40367,Millenials
Austria,2006,male,75+ years,171,218168,78.38,0.861,3.35999E+11,42698,Silent
Austria,2006,male,55-74 years,266,791509,33.61,0.861,3.35999E+11,42698,Silent
Austria,2006,male,35-54 years,382,1281251,29.81,0.861,3.35999E+11,42698,Boomers
Austria,2006,female,75+ years,81,425747,19.03,0.861,3.35999E+11,42698,Silent
Austria,2006,male,25-34 years,103,545467,18.88,0.861,3.35999E+11,42698,Generation X
Austria,2006,male,15-24 years,77,517546,14.88,0.861,3.35999E+11,42698,Millenials
Austria,2006,female,55-74 years,91,876832,10.38,0.861,3.35999E+11,42698,Silent
Austria,2006,female,35-54 years,91,1265873,7.19,0.861,3.35999E+11,42698,Boomers
Austria,2006,female,25-34 years,18,542011,3.32,0.861,3.35999E+11,42698,Generation X
Austria,2006,female,15-24 years,16,499388,3.2,0.861,3.35999E+11,42698,Millenials
Austria,2006,male,5-14 years,1,464213,0.22,0.861,3.35999E+11,42698,Millenials
Austria,2006,female,5-14 years,0,441264,0,0.861,3.35999E+11,42698,Millenials
Austria,2007,male,75+ years,170,225285,75.46,0.881,3.88691E+11,49218,Silent
Austria,2007,male,55-74 years,273,800509,34.1,0.881,3.88691E+11,49218,Silent
Austria,2007,male,35-54 years,331,1291260,25.63,0.881,3.88691E+11,49218,Boomers
Austria,2007,female,75+ years,80,428921,18.65,0.881,3.88691E+11,49218,Silent
Austria,2007,male,25-34 years,99,542760,18.24,0.881,3.88691E+11,49218,Generation X
Austria,2007,male,15-24 years,93,517817,17.96,0.881,3.88691E+11,49218,Millenials
Austria,2007,female,55-74 years,109,885212,12.31,0.881,3.88691E+11,49218,Silent
Austria,2007,female,35-54 years,88,1277479,6.89,0.881,3.88691E+11,49218,Boomers
Austria,2007,female,25-34 years,25,539763,4.63,0.881,3.88691E+11,49218,Generation X
Austria,2007,female,15-24 years,15,499804,3,0.881,3.88691E+11,49218,Millenials
Austria,2007,male,5-14 years,2,455269,0.44,0.881,3.88691E+11,49218,Generation Z
Austria,2007,female,5-14 years,0,433193,0,0.881,3.88691E+11,49218,Generation Z
Austria,2008,male,75+ years,200,231083,86.55,0.884,4.30294E+11,54294,Silent
Austria,2008,male,55-74 years,276,811538,34.01,0.884,4.30294E+11,54294,Silent
Austria,2008,male,35-54 years,340,1295943,26.24,0.884,4.30294E+11,54294,Boomers
Austria,2008,female,75+ years,72,430534,16.72,0.884,4.30294E+11,54294,Silent
Austria,2008,male,25-34 years,86,542606,15.85,0.884,4.30294E+11,54294,Generation X
Austria,2008,male,15-24 years,59,519137,11.37,0.884,4.30294E+11,54294,Millenials
Austria,2008,female,55-74 years,82,895882,9.15,0.884,4.30294E+11,54294,Silent
Austria,2008,female,35-54 years,112,1285210,8.71,0.884,4.30294E+11,54294,Boomers
Austria,2008,female,15-24 years,18,500763,3.59,0.884,4.30294E+11,54294,Millenials
Austria,2008,female,25-34 years,18,539635,3.34,0.884,4.30294E+11,54294,Generation X
Austria,2008,female,5-14 years,2,425776,0.47,0.884,4.30294E+11,54294,Generation Z
Austria,2008,male,5-14 years,2,447151,0.45,0.884,4.30294E+11,54294,Generation Z
Austria,2009,male,75+ years,187,235822,79.3,0.886,4.00172E+11,50356,Silent
Austria,2009,male,55-74 years,279,823727,33.87,0.886,4.00172E+11,50356,Silent
Austria,2009,male,35-54 years,332,1297322,25.59,0.886,4.00172E+11,50356,Boomers
Austria,2009,male,25-34 years,99,542799,18.24,0.886,4.00172E+11,50356,Generation X
Austria,2009,female,75+ years,68,430726,15.79,0.886,4.00172E+11,50356,Silent
Austria,2009,male,15-24 years,72,519901,13.85,0.886,4.00172E+11,50356,Millenials
Austria,2009,female,55-74 years,103,908213,11.34,0.886,4.00172E+11,50356,Silent
Austria,2009,female,35-54 years,101,1289816,7.83,0.886,4.00172E+11,50356,Boomers
Austria,2009,female,25-34 years,18,539304,3.34,0.886,4.00172E+11,50356,Generation X
Austria,2009,female,15-24 years,11,501225,2.19,0.886,4.00172E+11,50356,Millenials
Austria,2009,female,5-14 years,5,418410,1.2,0.886,4.00172E+11,50356,Generation Z
Austria,2009,male,5-14 years,3,439629,0.68,0.886,4.00172E+11,50356,Generation Z
Austria,2010,male,75+ years,180,240431,74.87,0.895,3.91893E+11,49181,Silent
Austria,2010,male,55-74 years,287,838208,34.24,0.895,3.91893E+11,49181,Silent
Austria,2010,male,35-54 years,325,1296607,25.07,0.895,3.91893E+11,49181,Generation X
Austria,2010,male,15-24 years,91,518657,17.55,0.895,3.91893E+11,49181,Millenials
Austria,2010,male,25-34 years,85,542986,15.65,0.895,3.91893E+11,49181,Generation X
Austria,2010,female,75+ years,62,431151,14.38,0.895,3.91893E+11,49181,Silent
Austria,2010,female,55-74 years,90,923411,9.75,0.895,3.91893E+11,49181,Silent
Austria,2010,female,35-54 years,102,1291400,7.9,0.895,3.91893E+11,49181,Generation X
Austria,2010,female,25-34 years,25,539299,4.64,0.895,3.91893E+11,49181,Generation X
Austria,2010,female,15-24 years,14,499638,2.8,0.895,3.91893E+11,49181,Millenials
Austria,2010,male,5-14 years,2,433795,0.46,0.895,3.91893E+11,49181,Generation Z
Austria,2010,female,5-14 years,1,412838,0.24,0.895,3.91893E+11,49181,Generation Z
Austria,2011,male,75+ years,196,245207,79.93,0.897,4.3112E+11,53923,Silent
Austria,2011,male,55-74 years,276,855700,32.25,0.897,4.3112E+11,53923,Boomers
Austria,2011,male,35-54 years,336,1292255,26,0.897,4.3112E+11,53923,Generation X
Austria,2011,male,25-34 years,97,546027,17.76,0.897,4.3112E+11,53923,Millenials
Austria,2011,female,75+ years,58,431128,13.45,0.897,4.3112E+11,53923,Silent
Austria,2011,male,15-24 years,67,518095,12.93,0.897,4.3112E+11,53923,Millenials
Austria,2011,female,55-74 years,113,942311,11.99,0.897,4.3112E+11,53923,Boomers
Austria,2011,female,35-54 years,95,1288452,7.37,0.897,4.3112E+11,53923,Generation X
Austria,2011,female,15-24 years,23,498172,4.62,0.897,4.3112E+11,53923,Millenials
Austria,2011,female,25-34 years,23,542031,4.24,0.897,4.3112E+11,53923,Millenials
